"The 'cash register' identifies your shop. If you ever need to change the id, you can generate a new id here.","The 'cash register' identifies your shop. If you ever need to change the id, you can generate a new id here."
"The HMAC key as defined in the live backoffice of TWINT. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of TWINT. You may need generate the HMAC key. Please take a look at the manual how to do this."
"The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","De SEPA-machtiging schema niet de tag 'tag!' Bevatten. Deze tag is nodig."
"The alias could not be found.","The alias could not be found."
"The alias has been deleted.","De alias is verwijderd."
"The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"The amount could not be verified.","The amount could not be verified."
"The amount of !amount is authorized.","Het bedrag van !amount is toegestaan."
"The amount of !amount is captured.","De hoeveelheid !amount wordt opgevangen."
"The authorization method '!method' is not supported.","De methode vergunning '!method' wordt niet ondersteund."
"The authorization was not successful","The authorization was not successful"
"The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting.","The brand of the credit card is detected by the card number if hidden authorization is used. If the payment page is used, the user has to select the brand. The allowed credit card brands can be restricted by this setting."
"The brand with external name '!key' was not present in the map.","Het merk met externe naam  '!key' was niet in de kaart."
"The brand with key '!key' was not found in the card information map.","Het merk met de belangrijkste !key'  werd niet gevonden in de kaartinformatie kaart."
"The cancellation could not be conducted. Error code: !error.","The cancellation could not be conducted. Error code: !error."
"The capture amount (!captureAmount) cannot be greater than the authorized amount (!authorizedAmount).","De vangst bedrag (!captureAmount) kan niet hoger zijn dan het toegestane bedrag (!authorizedAmount)."
"The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The capture item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The capture item with SKU '@sku' is not present in the original order.","The capture item with SKU '@sku' is not present in the original order."
"The capturing could not be conducted. Error code: !error.","The capturing could not be conducted. Error code: !error."
"The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?","The card brand selection is automatically done depending on the entered card number. If no Javascript is active in the browser, a drop down is shown. In case JavaScript a the brand logos can be shown. Should the brand selection using images?"
"The configuration has been saved.","De configuratie is opgeslagen."
"The configuration value for @label must not be empty (Key: @key).","The configuration value for @label must not be empty (Key: @key)."
"The configuration value for @label must not be empty (Key: @key, Language: @language).","The configuration value for @label must not be empty (Key: @key, Language: @language)."
"The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output.","The controller class '@controller' does not provide any method with annotation 'Customweb_Payment_Endpoint_Annotation_ExtractionMethod' and valid output."
"The customer does not finish the payment with in the timeout.","The customer does not finish the payment with in the timeout."
"The date of birth is required.","The date of birth is required."
"The expected format is '!format' where the 'MM' means the month number and 'YY' the year number.","De verwachte formaat is '!format' waar de 'MM' is de maand nummer en 'YY' het jaartal."
"The gender is required.","The gender is required."
"The given CVC code has the wrong length.","De gegeven CVC-code heeft de verkeerde lengte."
"The given card number has an invalid check sum.","Het opgegeven kaartnummer heeft een ongeldige checksum."
"The given card number has an invalid length.","Het opgegeven kaartnummer heeft een ongeldige lengte."
"The given hmac key is empty.","The given hmac key is empty."
"The given identifier is empty.","The given identifier is empty."
"The given password is empty.","The given password is empty."
"The given rang is empty. It must be a nummeric value with length of two.","The given rang is empty. It must be a nummeric value with length of two."
"The given rang is invalid. It must be a nummeric value with length of two.","The given rang is invalid. It must be a nummeric value with length of two."
"The given site number is empty.","The given site number is empty."
"The identifier as defined in the backoffice of TWINT.","The identifier as defined in the backoffice of TWINT."
"The invoice could not be captured and processed by","De rekening kon niet worden geboekt en bewerkt van TWINT."
"The invoice could not be captured and processed. Reason:","De factuur kan niet worden vastgelegd en verwerkt. Reden:"
"The invoice could not be found.","De factuur kan niet worden gevonden."
"The invoice has been changed.","De factuur is gewijzigd."
"The invoice no longer exists.","De factuur bestaat niet meer."
"The layout does not contain the tag '!layout_tag'.","De lay-out is niet de tag '!layout_tag' bevatten."
"The merchant alias id as provided by TWINT.","The merchant alias id as provided by TWINT."
"The merchant alias id for tests as provided by TWINT.","The merchant alias id for tests as provided by TWINT."
"The next update execution date indicates when the next cron is run to update the transaction state.","The next update execution date indicates when the next cron is run to update the transaction state."
"The option partial success is not supported. Please contact TWINT to disable this feature on your account.","The option partial success is not supported. Please contact TWINT to disable this feature on your account."
"The order could not be started: The order id is missing.","The order could not be started: The order id is missing."
"The order has been cancelled.","The order has been cancelled."
"The order is not fully completed. Please contact the store owner.","The order is not fully completed. Please contact the store owner."
"The order was cancelled: QR-Code and Numeric Code were not returned.","The order was cancelled: QR-Code and Numeric Code were not returned."
"The order was cancelled: QR-Code and Token were not returned.","The order was cancelled: QR-Code and Token were not returned."
"The payment form will be displayed after submitting the order.","The payment form will be displayed after submitting the order."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"The payment method !paymentMethodName does not support the currency '!currency'.","De betaalmethode !paymentMethodName ondersteunt niet de munt '!currency'."
"The payment method !paymentMethodName is not available in your country ('!country').","De betaalmethode !paymentMethodName is niet beschikbaar in uw land ('!country')."
"The payment update has been made.","The payment update has been made."
"The provided signature does not match with the one calculated.","The provided signature does not match with the one calculated."
"The rang (PBX_RANG) as defined in the live backoffice of TWINT. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit.","The rang (PBX_RANG) as defined in the live backoffice of TWINT. It must be nummeric value with length two. In the backoffice it may be displayed as a three char value. You must truncate the first digit."
"The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal).","The refund item with SKU '@sku' has a higher amount (@amountItem) as the original item (@amountOriginal)."
"The refund item with SKU '@sku' is not present in the original order.","The refund item with SKU '@sku' is not present in the original order."
"The refunding could not be conducted. Error code: !error.","The refunding could not be conducted. Error code: !error."
"The shop polls the transaction status until the transaction is successful. The polling timeout indicates the number of minutes the polling is executed before the transaction is cancelled.","The shop polls the transaction status until the transaction is successful. The polling timeout indicates the number of minutes the polling is executed before the transaction is cancelled."
"The shopping cart has been altered!","The shopping cart has been altered!"
"The signature could not be verified.","The signature could not be verified."
"The site id (PBX_RANG) as defined in the backoffice of TWINT.","The site id (PBX_RANG) as defined in the backoffice of TWINT."
"The system id found in the TWINT backend under Sales Outlets / System ID.","The system id found in the TWINT backend under Sales Outlets / System ID."
"The timeout was exceeded.","The timeout was exceeded."
"The total refund amount (!totalRefundedAmount) cannot be greater than the captured amount (!capturedAmount).","Het totaal terug te betalen bedrag kan niet hoger zijn dan de vastgelegde bedrag"
"The transaction cannot be cancelled online.","The transaction cannot be cancelled online."
"The transaction cannot be captured online.","The transaction cannot be captured online."
"The transaction cannot be refunded online.","The transaction cannot be refunded online."
"The transaction failed with error code !code.","The transaction failed with error code !code."
"The transaction is only executed in the test system. The goods should not be delivered.","The transaction is only executed in the test system. The goods should not be delivered."
"The whole transaction is cancelled.","De gehele transactie is geannuleerd."
"There has been a problem during the processing of your payment.","There has been a problem during the processing of your payment."
"There has been a problem during the processing of your payment. Please contact the shop owner to make sure your order was placed successfully.","Er is een probleem bij de verwerking van uw betaling. Neem contact op met de winkel eigenaar om ervoor te zorgen dat uw bestelling succesvol geplaatst wordt."
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %1"
"There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s","There is a problem with your license. Please contact us (www.sellxed.com/support). Reason: %s"
"There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account.","There is already a customer registered using this email address. Please login using this email address or enter a different email address to register your account."
"There seems to be a problem with the TWINT module.","Er lijkt een probleem met de TWINT module zijn."
"There was an error validating the login and password.","There was an error validating the login and password."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email."
"This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed.","This is a brief installation instruction of the main and most important installation steps. It is important that you strictly follow the check-list. Only by doing so, the secure usage in correspondence with all security regulations can be guaranteed."
"This name is used to associate your twint account with your shop account. If this field is not filled your twint account is not stored in your shop account.","This name is used to associate your twint account with your shop account. If this field is not filled your twint account is not stored in your shop account."
"This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the TWINT account.","This password is used for recurring payments and for the alias manager as well as for the server authorization. This is the password of the TWINT account."
"This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page.","This setting can be used to activate resp. deactivate the 3D secure check. Please check with PayBox if you are allowed to deactivate the 3D secure check. This setting has only an effect when you use the payment page."
"This status is set, when the payment was successfull and it is authorized.","This status is set, when the payment was successfull and it is authorized."
"This transaction is already closed for further captures.","Deze transactie is gesloten en geen verdere gegevens worden gemaakt."
"This transaction is already closed for further refunds.","Deze transactie werd gesloten voor meer credits."
"This transaction no longer exists.","This transaction no longer exists."
"Timeout for pending payments (min)","Time-out voor lopende betalingen (min)"
"Titel","Titel"
"Title","Title"
"Title of the payment method","Naam van de betalingsmethode"
"Total","Totaal"
"Total Shipping Charges","Totale verzendkosten"
"Track order history","Track order history"
"Transaction","Transaction"
"Transaction Authorized","Geautoriseerde transactie"
"Transaction Cancelled","Transactie geannuleerd"
"Transaction Captured","Transactie opgenomen"
"Transaction History","Transaction History"
"Transaction Id","Transaction Id"
"Transaction Paid","Transactie betaald"
"Transaction Uncertain","Transactie is onzeker"
"Transaction Updates","Transaction Updates"
"Transaction cancelled successfully","Transactie met succes geannuleerd"
"Transaction captured successfully","Transactie met succes gevangen"
"Transaction history","Overzicht transactie"
"Transaction was authorized over the deferred authorization mechanism.","Transactie werd toegestaan ​​over de uitgestelde autorisatiemechanisme."
"Transactions","Transactions"
"Twint Account Name","Twint Account Name"
"Unable to save the invoice.","Niet in staat om de factuur op te slaan."
"Uncertain Status","Uncertain Status"
"Uncertain transactions","Onzekere transacties"
"Update","Update"
"Update Qty's","Hoeveelheden update"
"Update interval for payments","Update Intervall voor betalingen"
"Use Base Currency","Use Base Currency"
"Use Default","Gebruik standaardinstellingen"
"Use base currency","Use base currency"
"Used to toggle test / live mode. The switching from test to live mode will change the used settings from test to live settings.","Used to toggle test / live mode. The switching from test to live mode will change the used settings from test to live settings."
"VISA","VISA"
"Validation","Bevestiging"
"Version","Version"
"View","View"
"Wait On Success Page","Wait On Success Page"
"We cannot get the transaction instance.","We cannot get the transaction instance."
"We experienced a problem with your sellxed payment extension. For more information, please visit the configuration page of the plugin.","We ervaren een probleem met uw betaling extensie van sellxed. Voor meer informatie kunt u terecht op de configuratie pagina van de plugin."
"We recommend you to configure the cron job for your shop if you have not already. More information can be found in the manual that is part of the downloaded files.","We recommend you to configure the cron job for your shop if you have not already. More information can be found in the manual that is part of the downloaded files."
"When the store is not available (network outage, server failure or any other outage), when the feedback of TWINT is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set.","When the store is not available (network outage, server failure or any other outage), when the feedback of TWINT is sent, then the transaction state is not updated. Hence no order confirmation e-mail is sent and the order is not in the paid state. By activating the transaction update, such transactions can be authorized later over direct link. To use this feature the update service must be activated and the API username and the API password must be set."
"When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento.","When using an external checkout, the customer can either be asked to chose an option to authenticate (as guest, register or login) or he can always be checked out as guest. For the second option to work, guest checkout has to be enabled in magento."
"Year","Jaar"
"Yes","Ja"
"Yes, use images for the brand selection.","Yes, use images for the brand selection."
"You can allow the customers to manage/delete their aliases in the their account.","You can allow the customers to manage/delete their aliases in the their account."
"You can decide on the order status new orders should have after they are processed successfully.","Definiër de order status, die met succes werden verwerkt."
"You can decide on the order status new orders should have that have an uncertain authorization status.","Definiër de order status, die een onzekere status hebben."
"You can specify the order status for new orders that have an uncertain authorisation status.","You can specify the order status for new orders that have an uncertain authorisation status."
"You can specify the order status for orders that are captured either directly after the order or manually in the backend.","You can specify the order status for orders that are captured either directly after the order or manually in the backend."
"You can specify the order status when an order is cancelled.","You can specify the order status when an order is cancelled."
"You created the order.","You created the order."
"You have no stored aliases.","You have no stored aliases."
"You have to enter a card number.","Je moet een kaartnummer in te voeren."
"You have to enter bank code of your bank.","Je moet bankcode van uw bank in te voeren."
"You have to enter commercial number of you company.","Je moet commerciële aantal van jullie bedrijf in te voeren."
"You have to enter either the CVC code or the issue number of your card.","Je moet ofwel de CVC-code of het nummer van afgifte van uw kaart in te voeren."
"You have to enter sales tax number of you company.","Je moet omzetbelasting aantal van jullie bedrijf in te voeren."
"You have to enter sales tax number of your company.","You have to enter sales tax number of your company."
"You have to enter the BIC.","Je moet de BIC in te voeren."
"You have to enter the CVC code from your card.","U moet de CVC uw kaart in te voeren."
"You have to enter the IBAN.","Je moet de IBAN in te voeren."
"You have to enter the account holder name on the card.","Je moet de naam rekeninghouder op de kaart in te voeren."
"You have to enter the account holder name.","Je moet de naam van de rekeninghouder te voeren."
"You have to enter the card holder name on the card.","U moet de kaarthouder in te voeren."
"You have to enter the location of your bank.","Je moet de locatie van uw bank in te voeren."
"You have to enter the name of the account owner.","Je moet de rekeninghouder te voeren."
"You have to enter the name of your bank.","Je moet de naam van uw bank in te voeren."
"You have to enter your IBAN Number.","Je moet voer uw IBAN-nummer."
"You have to enter your bank account number.","Je moet het rekeningnummer van uw bankrekening in te voeren."
"You have to enter your social security number.","U moet uw sofi-nummer in te voeren."
"You may choose one of the cards you paid before on this site.","U kunt kiezen uit een eerder gebruikte kaart:"
"You may choose one of your stored payment details.","You may choose one of your stored payment details."
"You will be redirect to the order confirmation page.","U wordt omgeleid naar de pagina orderbevestiging."
"Your browser does not allow the execution of JavaScript. Please activate JavaScript in your browser and reload this page.","Uw browser staat niet toe dat de uitvoering van JavaScript. Gelieve JavaScript te activeren in uw browser en herlaad deze pagina."
"Your checkout session expired.","Your checkout session expired."
"TwintCw Aliases","TwintCw Alias"
"____paymentMethodName____","____paymentMethodName____"
"TWINT Aliases","TWINT Aliases"
"TWINT Error","Fout met TWINT"
"TWINT Parameters","TWINT Parameters"
"TWINT Refund Items","TWINT Refund Items"
"TWINT Section","TWINT Section"
"TWINT Transactions","TWINT Transactions"
"TWINT:","TWINT:"
"TWINT: Alias Management","TWINT: Alias Management"
"customweb ltd","customweb ltd"
"no","no"
"or","or"
"yes","yes"
